# M=4, N=2, max=1, PBC
# U/t E0/t S1(n=1) S2(n=1) S3(n=1)
-0.030000000019365026 -2.8434668992327037 9.045627386905508e-5 1.4062203393616635e-5 1.0546689622858985e-5
-0.03399783599981374 -2.845477124246716 0.00011391135670490993 1.805971157942121e-5 1.354484483906404e-5
-0.03852842839747091 -2.8477569417744477 0.00014339162953225237 2.319356485425139e-5 1.73952745062822e-5
-0.04366277297140841 -2.850342763418081 0.00018042713060140159 2.978675880838111e-5 2.2340235469098246e-5
-0.04948132646069453 -2.8532759909957752 0.00022693081908875534 3.8254080883093344e-5 2.86908350519699e-5
-0.05607526736593459 -2.8566037207494404 0.00028529259574816557 4.912818578195477e-5 3.684659189728823e-5
-0.06354792474407148 -2.8603795525321094 0.00035849580873670295 6.309307115259788e-5 4.732054978384692e-5
-0.07201639740609499 -2.864664521124319 0.00045026141546467 8.102704913659498e-5 6.0771517928270846e-5
-0.08161338889097945 -2.8695281700085338 0.0005652260853229452 0.000104057899961707 7.804545537093421e-5
-0.09248928697044942 -2.875049791785665 0.0007091618525371102 0.000133633648592979 0.00010022858510916333
-0.10481452027104377 -2.8813198641081 0.0008892464899276087 0.00017161336950510808 0.00012871554985116607
-0.11878222894246263 -2.8884417157292104 0.0011143955962528151 0.0002203836532523873 0.00016529684795640875
-0.13461129122238077 -2.896533464280295 0.0013956694870421726 0.0002830079313289602 0.0002122709688598956
-0.15254975332491796 -2.905730275994612 0.0017467703498986742 0.0003634178377792674 0.00027258814793418296
-0.17287871640016 -2.9161870081939876 0.002184647740043011 0.0004666582901032834 0.0003500345621519907
-0.1959167414745673 -2.928081308419939 0.002730233272423943 0.0005992011203332925 0.00044946818752511497
-0.22202484139902437 -2.9416172602257866 0.0034093281585836355 0.0007693460191692258 0.0005771205513216415
-0.2516121380298737 -2.957029685580924 0.004253669765854617 0.0009877324236697849 0.0007409823661664872
-0.28514227329267855 -2.9745892384607737 0.005302205187444953 0.0012679919322409194 0.0009512956674020412
-0.323140674592031 -2.99460845456411 0.006602600175815376 0.0016275779897022558 0.0012211807212104686
-0.36620278841858406 -3.017448959445671 0.008213009578781683 0.002088817987864644 0.0015674327243779818
-0.4150034111764321 -3.0435300830594323 0.01020412892093947 0.0026802424355896193 0.002011531181551618
-0.4703072634477366 -3.073339184240287 0.012661533474344733 0.0034382559960323134 0.0025809136405821054
-0.5329809733965386 -3.1074440553967584 0.015688287441560145 0.00440922490506912 0.0033105746635502253
-0.6040066570953335 -3.1465078566604046 0.01940776668068256 0.005652062509338807 0.0042450593795224645
-0.6844973085822526 -3.1913071200590872 0.023966576960860242 0.007241395701055864 0.005440926568409221
-0.7757142408157198 -3.242753466310996 0.02953735745586028 0.009271383645124476 0.006969755221484131
-0.8790868508316444 -3.3019197848113286 0.03632112610272342 0.011860226372757743 0.008921754716382568
-0.9962350188291619 -3.3700717314009596 0.04454863987132607 0.01515532924417562 0.011410002385225715
-1.1289944921854067 -3.4487054807467556 0.054480003319980264 0.019338957911725352 0.014575258828026794
