# M=20, N=10, max=1, PBC
# U/t E0/t E1/t S1(n=1) S2(n=1) S3(n=1)
1.5937141435233209 -8.526565302818213 -8.526565302818208 0.0947917662481288 0.039802957983620324 0.030157374628902556
1.6941557618623653 -8.308015027171015 -8.308015027170985 0.10085906448602033 0.04298717123518214 0.0325970915124576
1.8009275735648578 -8.080969424673247 -8.080969424673205 0.10679510332609743 0.04615114309574064 0.03502540957417821
1.9144285302673956 -7.845647560956795 -7.845647560956781 0.1124269312699524 0.04919234948478968 0.03736339290484425
2.0350827269788536 -7.6024054504728715 -7.60240545047286 0.11753181255480571 0.05197482304847911 0.039505828742699034
2.16334098670647 -7.351765333677565 -7.351765333677541 0.12183147096969416 0.0543257513518105 0.04131850060748832
2.299682544950791 -7.094446911686016 -7.094446911686005 0.12499254008415317 0.05603725411996141 0.04263960250003862
2.4446168403635538 -6.831396865353333 -6.831396865353303 0.12663975498950508 0.05687821033637208 0.0432891841487959
2.5986854182593135 -6.56380995827121 -6.563809958271205 0.12639036444293206 0.05662180955739515 0.04309110039078279
2.7624639540932225 -6.293131654446686 -6.293131654446684 0.12391675393448676 0.055092032595882134 0.041909837919208215
2.9365644044656993 -6.0210303441383095 -6.02103034413828 0.1190349634908543 0.05222361967269151 0.03969755294189836
3.1216372936911756 -5.749330140742775 -5.749330140742716 0.11179759115045096 0.04811561194035896 0.03653519393787619
3.3183741444746473 -5.479905423203531 -5.479905423203523 0.10254860999125626 0.043047344830069 0.032643235867212184
3.5275100617782487 -5.2145540284786955 -5.21455402847869 0.09189613019755827 0.03743379818374226 0.028344820795169312
3.749826479532425 -4.954878672818863 -4.95487867281886 0.08059402989340336 0.03172955881902784 0.023990019723091116
3.986154080454744 -4.702205547734755 -4.702205547734747 0.0693778133764944 0.02632471853160645 0.019875797099810022
4.2373758998862545 -4.457553593479379 -4.457553593479378 0.05882755456467681 0.02147944430376958 0.016197346771896548
4.504430625242786 -4.221648142422509 -4.221648142422509 0.04930638338338289 0.017314239994013825 0.013042545926371218
4.788316103409601 -3.9949609103624146 -3.9949609103623986 0.04097335463234586 0.01384013206498036 0.010416349102747358
5.090093069184724 -3.777758275763671 -3.7777582757636585 0.033837340900797486 0.011001688007072463 0.00827412818961415
5.410889108702197 -3.570146386565208 -3.5701463865652037 0.027817421697313716 0.008713738999965415 0.006549624185920866
5.751902872644617 -3.3721085497560144 -3.372108549755995 0.022790580657539028 0.006885250975140256 0.005172867979010398
6.1144085549875005 -3.183534617473385 -3.183534617473377 0.018622264075400796 0.005431751960212061 0.0040793660642703955
6.4997606540102995 -3.0042437552153967 -3.0042437552153953 0.015182946595957425 0.004280225457235165 0.0032136139856207002
6.909399033363547 -2.834002188287274 -2.8340021882872564 0.012355609820878577 0.003369937349588792 0.002529587146705481
7.344854302102653 -2.6725372065338315 -2.6725372065338235 0.010038136852626778 0.002651439257445709 0.0019898999267353723
7.807753533790927 -2.519548334171771 -2.519548334171754 0.008143185846117618 0.0020849553539203924 0.001564532719769307
8.29982634604107 -2.374716289969916 -2.3747162899698995 0.0065969681806508085 0.0016387138279005953 0.0012295394309318475
8.82291136321134 -2.2377101808492106 -2.2377101808491804 0.0053376512284972755 0.001287443990210857 0.0009658940431438445
9.378963086404143 -2.108193259060711 -2.108193259060676 0.004313722330836711 0.0010111014754530245 0.0007585179220503946
9.97005919643676 -1.985827501038664 -1.9858275010386166 0.0034824588819963864 0.0007938182102500413 0.0005954818728777234
10.598408317071584 -1.870277216557729 -1.870277216557701 0.002808558501642633 0.0006230507268525365 0.000467360861424293
11.2663582675133 -1.7612118600235218 -1.7612118600234812 0.0022629416167352367 0.0004888953000459217 0.0003667163056362277
11.976404835008003 -1.6583081866093605 -1.65830818660935 0.0018217202736607874 0.0003835401223404311 0.000287682680626844
12.731201100323423 -1.5612518720816708 -1.5612518720816708 0.0014653192367068968 0.00030082863305302965 0.00022563844654355236
13.53356735095436 -1.4697386952499043 -1.4697386952498936 0.0011777326875948013 0.00023591234383735227 0.0001769446947630371
14.38650161909428 -1.383475365282358 -1.38347536528232 0.0009458995086597533 0.0001849753683007549 0.000138737942495748
15.29319088374782 -1.3021800621134667 -1.3021800621134085 0.000759180950677063 0.0001450162018237222 0.00010876609481735855
16.257022978840904 -1.2255827464218436 -1.2255827464217968 0.0006089258355470584 0.00011367509989845814 8.52587479878153e-5
17.281599251822882 -1.1534252858292235 -1.1534252858292176 0.0004881100273301797 8.909768175779931e-5 6.682474985586495e-5
18.370748020059636 -1.0854614357640036 -1.0854614357639607 0.00039103850084121206 6.982727274085221e-5 5.2371368819414954e-5
19.52853887529688 -1.0214567065970468 -1.0214567065969877 0.00031309988527672417 5.472000762063445e-5 4.104056716336402e-5
20.759297889642703 -0.9611881429663771 -0.9611881429663711 0.0002505647905231001 4.287793506208004e-5 3.2158796028358694e-5
22.067623779885704 -0.9044440364835986 -0.9044440364835984 0.00020042051332325173 3.359634164068481e-5 2.5197467869553236e-5
23.458405090547053 -0.851023589096 -0.8510235890959681 0.00016023585829127995 2.632230307542116e-5 1.974185722097843e-5
24.936838459870373 -0.8007365411293637 -0.8007365411293579 0.0001280508133936209 2.0622082749444104e-5 1.5466641801076264e-5
26.508448037000328 -0.7534027753565331 -0.7534027753565155 0.00010228667329226226 1.615550532907406e-5 1.2116677934770337e-5
28.179106122901782 -0.7088519062131582 -0.7088519062131299 8.167294491823185e-5 1.2655820563090003e-5 9.491895454516452e-6
29.95505511214442 -0.6669228614596979 -0.6669228614595989 6.518799518007157e-5 9.913884968959508e-6 7.4354321553116165e-6
31.8429308175375 -0.62746346207591 -0.6274634620758491 5.201092258078077e-5 7.76574446348377e-6 5.824319655012289e-6
33.849787264767684 -0.5903300049462448 -0.5903300049462079 4.14825848218392e-5 6.082885166680541e-6 4.562170812683064e-6
35.983123049684046 -0.5553868518701108 -0.5553868518700062 3.3074077691708226e-5 4.764582844707377e-6 3.5734413899035644e-6
38.25090935671465 -0.522506027607541 -0.5225060276074824 2.6361268833152707e-5 3.7319016374937064e-6 2.7989288393648337e-6
40.661619743104765 -0.4915668289945277 -0.4915668289944739 2.1004246316014274e-5 2.9229854563439517e-6 2.1922406943097883e-6
43.22426180026519 -0.46245544660604787 -0.46245544660600163 1.6730748264581763e-5 2.2893664386458568e-6 1.717025811753814e-6
45.94841081053318 -0.43506460000426705 -0.43506460000416775 1.3322816143190863e-5 1.7930690292544682e-6 1.3448023743478643e-6
48.84424552510393 -0.40929318724815816 -0.4092931872480873 1.0606051841222097e-5 1.4043413267827987e-6 1.0532563647913662e-6
51.92258619681625 -0.38504594905329953 -0.38504594905324685 8.44098041019592e-6 1.0998737476342058e-6 8.249055376552406e-7
55.19493500990217 -0.3622331477571769 -0.36223314775712295 6.716106896398344e-6 8.614066202561332e-7 6.460551045250895e-7
58.67351905776458 -0.3407702610715609 -0.3407702610715245 5.3423430617094425e-6 6.74635732611506e-7 5.059768848347801e-7
62.3713360293703 -0.3205776904530845 -0.3205776904530636 4.248534122286429e-6 5.283560469138138e-7 3.962670875878871e-7
66.30220277496407 -0.30158048381957864 -0.3015804838193629 3.377871395038312e-6 4.1379065285340744e-7 3.103430219475456e-7
70.48080693256932 -0.28370807225545547 -0.28370807225525013 2.685017301828907e-6 3.2406470840129487e-7 2.43048551062941e-7
74.92276180817737 -0.26689402028582665 -0.26689402028567766 2.1338023579176024e-6 2.5379335699682315e-7 1.9034502951598142e-7
79.64466471468438 -0.25107578925828433 -0.25107578925799745 1.6953814210296514e-6 1.987588063023793e-7 1.4906911216527874e-7
84.66415898755825 -0.23619451333754796 -0.23619451333744146 1.3467581894133218e-6 1.556576081362948e-7 1.167432102100463e-7
89.99999990895748 -0.22219478760512634 -0.2221947876050617 1.069605216397207e-6 1.2190246057031118e-7 9.142684831431325e-8
