# M=16, N=8, max=1, PBC
# U/t E0/t S1(n=4) S2(n=4) S3(n=4)
-0.030000000019365026 -10.322578999071345 0.0004045926554994139 6.8030649982731e-5 5.102333510187407e-5
-0.03399783599981374 -10.332056937164047 0.0005090510262606429 8.744108542479978e-5 6.558138763157473e-5
-0.03852842839747091 -10.342805731986871 0.000640243676754082 0.00011240196534334501 8.43024204355558e-5
-0.04366277297140841 -10.35499696979252 0.0008049455315468634 0.00014450611808314306 0.00010838115032907325
-0.04948132646069453 -10.36882574066314 0.001011629762418309 0.00018580610265317432 0.0001393571543282235
-0.05607526736593459 -10.384513953904342 0.001270888614134158 0.000238948128415295 0.0001792153499069471
-0.06354792474407148 -10.402314148224361 0.001595957388969893 0.0003073455654512003 0.00023051619469516282
-0.07201639740609499 -10.422513878113293 0.0020033667020440404 0.00039540402592930235 0.000296564608010641
-0.08161338889097945 -10.44544077329183 0.002513754257925882 0.0005088137557631711 0.00038162944728181714
-0.09248928697044942 -10.471468387025244 0.00315287508265083 0.0006549300793015078 0.0004912291433898375
-0.10481452027104377 -10.501022972412244 0.003952858801317127 0.0008432693325612917 0.0006325041495296446
-0.11878222894246263 -10.534591354658549 0.004953774735720451 0.0010861567227617996 0.0008147036607022429
-0.13461129122238077 -10.572730103404487 0.006205581061439425 0.0013995747367294697 0.0010498232837505839
-0.15254975332491796 -10.616076254491738 0.007770554035738897 0.0018042773296462755 0.0013534429338486476
-0.17287871640016 -10.66535988793198 0.00972631880882524 0.0023272579484912015 0.0017458315802780788
-0.1959167414745673 -10.721418942101572 0.012169636593995392 0.0030036910884874146 0.0022534095764097373
-0.22202484139902437 -10.785216738582484 0.01522114694171961 0.003879511404099034 0.0029106931741846864
-0.2516121380298737 -10.85786281495334 0.019031322958656283 0.005014857186561805 0.0037628939355913715
-0.28514227329267855 -10.940637824662844 0.023787978301681 0.006488695109386988 0.004869414975082975
-0.323140674592031 -11.035023479086632 0.02972577838277246 0.008405074235881216 0.006308586934858695
-0.36620278841858406 -11.142738799570138 0.037138371921858315 0.010901651046451022 0.008184136057369784
-0.4150034111764321 -11.265784351205472 0.04639400219050138 0.014161418613314325 0.010634101430050613
-0.4703072634477366 -11.406496699627832 0.05795583099572621 0.01842901953315934 0.01384326172938355
-0.5329809733965386 -11.567616155911514 0.07240880357726276 0.024033720547415705 0.01806066424812869
-0.6040066570953335 -11.752372103295079 0.09049586561868761 0.03142224321821541 0.023624685948923307
-0.6844973085822526 -11.964592100961614 0.11316802929182312 0.041206471543755896 0.030999381971296813
-0.7757142408157198 -12.208844037971343 0.14165580381690113 0.05423411589218663 0.04082796453018123
-0.8790868508316444 -12.490625873459635 0.1775752411958269 0.0716956448965842 0.05401241154720804
-0.9962350188291619 -12.81662713089058 0.22309360451612026 0.09528988167394115 0.07183230238494431
-1.1289944921854067 -13.19510551534332 0.2812054818670946 0.1274863782663509 0.09611801502245232
-1.2794456521745317 -13.636464796927614 0.356231813064527 0.17194840630637742 0.12947572539312535
