# M=26, N=13, max=1, PBC
# U/t E0/t S1(n=1) S2(n=1) S3(n=1)
0.030000000019365026 -16.47717070760585 0.00018370410074153298 3.154233777946658e-5 2.365693988570783e-5
0.03399783599981374 -16.461851600960458 0.00023069471299663746 4.0475772489667605e-5 3.0357136554748365e-5
0.03852842839747091 -16.444503653790214 0.0002895399687048439 5.19336780886448e-5 3.895076429172306e-5
0.04366277297140841 -16.42486006972988 0.00036317615067327225 6.662688789527138e-5 4.9970998297510505e-5
0.04948132646069453 -16.402619507626248 0.0004552487108480108 8.546523940333728e-5 6.41002991881301e-5
0.05607526736593459 -16.37744176223302 0.0005702773177111986 0.0001096127867188379 8.221184300971629e-5
0.06354792474407148 -16.348942948948828 0.0007138573435772066 0.0001405580854929589 0.00010542226882481742
0.07201639740609499 -16.31669014865103 0.0008929048529067174 0.0001802035973326177 0.00013515878748115995
0.08161338889097945 -16.280195468909692 0.0011159536827256566 0.0002309792530783561 0.00017324444473976186
0.09248928697044942 -16.238909479772772 0.0013935142674634804 0.0002959865125600203 0.00022200631416469108
0.10481452027104377 -16.192213986558727 0.001738505366215115 0.0003791808167412647 0.00028441257776501416
0.11878222894246263 -16.139414109535924 0.0021667711994952654 0.00048560226054439326 0.0003642459240182916
0.13461129122238077 -16.079729652126968 0.002697697837639179 0.0006216666624836442 0.0004663224899270624
0.15254975332491796 -16.01228575680559 0.0033549439281537197 0.0007955320444232861 0.000596767759641903
0.17287871640016 -15.936102873025572 0.004167301751515584 0.001017558958203768 0.0007633634928643218
0.1959167414745673 -15.85008609676593 0.005169705150276815 0.0013008871621424944 0.0009759829546793775
0.22202484139902437 -15.75301398973874 0.006404400666879084 0.001662155990117764 0.001247135585237924
0.2516121380298737 -15.643527052072546 0.007922297324681082 0.002122401437018695 0.0015926468848004305
0.28514227329267855 -15.5201161107118 0.009784508437445272 0.0027081696429700486 0.0020325048789118227
0.323140674592031 -15.381111003919433 0.012064095617903448 0.003452894284754926 0.002591911336493613
0.36620278841858406 -15.224670099583243 0.014848020847929355 0.004398594596091154 0.0033025842985909826
0.4150034111764321 -15.04877139432604 0.018239307151432183 0.005597961877378044 0.004204369141530773
0.4703072634477366 -14.851206219450935 0.02235940321344909 0.007116916265812012 0.005347229448603663
0.5329809733965386 -14.629576953675425 0.027350743658577592 0.0090377339435328 0.006793708429802425
0.6040066570953335 -14.381300648029926 0.033379497856282914 0.011462871146704412 0.008621980145487651
0.6844973085822526 -14.103621160196196 0.040638511972203695 0.0145196513573298 0.010929653809552242
0.7757142408157198 -13.793633359320232 0.04935048100207595 0.018366047559295495 0.013838565909455536
0.8790868508316444 -13.448324335683326 0.059771457286073915 0.023197904050734852 0.01750091559178424
0.9962350188291619 -13.064638563892945 0.07219493937304744 0.029258142933911824 0.02210730960873608
1.1289944921854067 -12.639577028923023 0.08695704206651778 0.03684886603145543 0.027897661489232117
1.2794456521745317 -12.170345172074114 0.10444370946639703 0.04634793646261359 0.03517658254094025
1.4499461141742076 -11.654572548558113 0.12510170500417628 0.05823285456247085 0.04433618161373909
1.6431676722147313 -11.09064098706489 0.14945617571515113 0.07311687197406114 0.055891498892957525
1.8621381668030597 -10.478182681870942 0.1781379579705189 0.0918052730429122 0.07053750575321427
2.110288932103281 -9.818851876305187 0.21191778958278906 0.11538020739479604 0.08923989901041951
2.3915085659852595 -9.117530758135961 0.25170819749737694 0.14530008338420952 0.11335988803455743
2.7102038655344476 -8.38411800046245 0.298353917149516 0.1833734894873218 0.14471795443330882
3.0713688829008103 -7.635548837140099 0.351725733202477 0.23107720364300022 0.18515713820884505
3.4806631836129913 -6.895821791481701 0.40886083263166695 0.2874572235078423 0.23479946876919477
3.94450053368929 -6.1900720856165945 0.46357546766376245 0.34728697725147883 0.28999516530635905
4.470149405299391 -5.53496148544432 0.5105559016479746 0.4039955662960635 0.34510512665792215
5.065846875931114 -4.936046143489384 0.5485936222407664 0.4541703448775549 0.39652592648745477
5.740927705896719 -4.392696241208169 0.5789178901675278 0.4973474864102734 0.4431082166816642
6.505970616862512 -3.9022989441161413 0.6030629867491855 0.5340175638229057 0.4846250311859577
7.372964063630702 -3.461642120902965 0.6222663201698908 0.5647940219713155 0.5210462620898357
8.355494096867755 -3.067187703763936 0.6374956375665333 0.5903083612749263 0.5524642464339848
9.468957260645173 -2.7152003807759675 0.6495318467199036 0.6112165437953174 0.5791247941590907
10.730801860961929 -2.4018933885912306 0.6590143583628203 0.6281782260096116 0.6014126966731754
12.160801385999516 -2.1235607597999904 0.6664654949985214 0.6418234072252349 0.6198038823559036
13.781364362688091 -1.8766726568561078 0.6723083797869132 0.652726028866311 0.6348125873638195
15.617885505130227 -1.657933084795748 0.6768828285921962 0.6613898471570918 0.6469483298744101
17.699143657484708 -1.4643082857044103 0.6804597977441742 0.6682447038708319 0.6566867538791668
20.057752767196323 -1.2930348927142372 0.6832541347878092 0.673649643233508 0.6644532190163144
22.730672955459028 -1.1416150900666078 0.6854354750294323 0.6778997722841744 0.6706161740903438
25.75978969354196 -1.0078039536899457 0.6871373247419967 0.6812346802346725 0.6754871563806373
29.192570160847232 -0.8895924836200255 0.688464498327976 0.6838470561510164 0.6793247554196409
33.0828070700297 -0.7851886395432416 0.6894991302652587 0.6858907477513987 0.6823405724815812
37.491461615144175 -0.6929978608158756 0.690305489992368 0.6874879033541577 0.6847058574407927
42.48761875207367 -0.6116039899020019 0.6909338120056123 0.6887350828813195 0.6865580209665163
48.149569780773135 -0.5397511420781083 0.6914233271716426 0.6897083615720319 0.6880065892695719
54.56603919372133 -0.4763268158781326 0.6918046527426172 0.6904675191974015 0.68913841152711
61.837575015668676 -0.4203463772217569 0.6921016713256516 0.6910594352770363 0.6900220779942714
70.07812442172732 -0.37093894730218063 0.6923330048495955 0.6915208149129266 0.6907115889646391
79.4168193242173 -0.3273346608190511 0.6925131688639197 0.6918803617239084 0.6912493544799148
89.99999990895753 -0.28885322388680024 0.6926534753332154 0.6921605007010316 0.691668618679977
